AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
115083,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115083,Acanthoica,"Lohmann, 1903",accepted,NA,180,Genus,115083,Acanthoica,"Lohmann, 1903",115068,Chromista,Haptophyta,Coccolithophyceae,Syracosphaerales,Rhabdosphaeraceae,Acanthoica,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acanthoica Lohmann, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=115083 on 2023-06-09",urn:lsid:marinespecies.org:taxname:115083,1,NA,NA,NA,NA,exact,2011-06-07T08:05:59.893Z
162544,https://www.marinespecies.org/aphia.php?p=taxdetails&id=162544,Gymnodinium sanguineum,"K.Hirasaka, 1922",unaccepted,synonym,220,Species,232546,Akashiwo sanguinea,"(K.Hirasaka) Gert Hansen & Moestrup, 2000",109475,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gymnodinium sanguineum K.Hirasaka, 1922. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=162544 on 2023-06-09",urn:lsid:marinespecies.org:taxname:162544,1,NA,0,0,NA,exact,2015-06-26T12:00:51.270Z
233420,https://www.marinespecies.org/aphia.php?p=taxdetails&id=233420,Alexandrium cohorticula,"(Balech) Balech, 1985",accepted,NA,220,Species,233420,Alexandrium cohorticula,"(Balech) Balech, 1985",109470,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium cohorticula (Balech) Balech, 1985. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=233420 on 2023-06-09",urn:lsid:marinespecies.org:taxname:233420,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
231875,https://www.marinespecies.org/aphia.php?p=taxdetails&id=231875,Alexandrium monilatum,"(J.F.Howell) Balech, 1995",accepted,NA,220,Species,231875,Alexandrium monilatum,"(J.F.Howell) Balech, 1995",109470,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium monilatum (J.F.Howell) Balech, 1995. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231875 on 2023-06-09",urn:lsid:marinespecies.org:taxname:231875,1,NA,0,0,NA,exact,2015-06-26T12:00:51.270Z
109470,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109470,Alexandrium,"Halim, 1960",accepted,NA,180,Genus,109470,Alexandrium,"Halim, 1960",109431,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium Halim, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109470 on 2023-06-09",urn:lsid:marinespecies.org:taxname:109470,1,NA,NA,NA,NA,exact,2018-11-16T08:36:34.367Z
109714,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109714,Alexandrium tamarense,"(Lebour) Balech, 1995",accepted,NA,220,Species,109714,Alexandrium tamarense,"(Lebour) Balech, 1995",109470,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium tamarense (Lebour) Balech, 1995. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109714 on 2023-06-09",urn:lsid:marinespecies.org:taxname:109714,1,NA,NA,NA,NA,exact,2019-07-15T06:34:10.497Z
235989,https://www.marinespecies.org/aphia.php?p=taxdetails&id=235989,Anthosphaera robusta,"(Lohmann) Kamptner, 1941",unaccepted,NA,220,Species,235913,Algirosphaera robusta,"(Lohmann) R.E.Norris, 1984",115076,Chromista,Haptophyta,Coccolithophyceae,Coccolithales,Calyptrosphaeraceae,Anthosphaera,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Anthosphaera robusta (Lohmann) Kamptner, 1941. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235989 on 2023-06-09",urn:lsid:marinespecies.org:taxname:235989,NA,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
650636,https://www.marinespecies.org/aphia.php?p=taxdetails&id=650636,Amphidinium schroederi,"J.Schiller, 1928",accepted,NA,220,Species,650636,Amphidinium schroederi,"J.Schiller, 1928",109473,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium schroederi J.Schiller, 1928. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=650636 on 2023-06-09",urn:lsid:marinespecies.org:taxname:650636,1,NA,NA,NA,NA,exact,2023-02-23T06:16:13.833Z
109473,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109473,Amphidinium,"Claperède & Lachmann, 1859",accepted,NA,180,Genus,109473,Amphidinium,"Claperède & Lachmann, 1859",1308689,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium Claperède & Lachmann, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109473 on 2023-06-09",urn:lsid:marinespecies.org:taxname:109473,1,1,1,NA,NA,exact,2019-08-28T06:54:14.007Z
149200,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149200,Amphora,"C.G. Ehrenberg ex F.T. Kützing, 1844",accepted,NA,180,Genus,149200,Amphora,"C.G. Ehrenberg ex F.T. Kützing, 1844",149199,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Amphora C.G. Ehrenberg ex F.T. Kützing, 1844. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149200 on 2023-06-09",urn:lsid:marinespecies.org:taxname:149200,1,1,1,NA,0,exact,2018-06-20T15:50:50.390Z
146585,https://www.marinespecies.org/aphia.php?p=taxdetails&id=146585,Anabaena,"Bory de Saint-Vincent ex Bornet & Flahault, 1886",accepted,NA,180,Genus,146585,Anabaena,"Bory de Saint-Vincent ex Bornet & Flahault, 1886",836361,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaena,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Anabaena Bory de Saint-Vincent ex Bornet & Flahault, 1886. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146585 on 2023-06-09",urn:lsid:marinespecies.org:taxname:146585,1,1,1,1,NA,exact,2023-04-24T13:04:52.260Z
465530,https://www.marinespecies.org/aphia.php?p=taxdetails&id=465530,Anacystis,"Meneghini, 1837",accepted,NA,180,Genus,465530,Anacystis,"Meneghini, 1837",146556,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Anacystis,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Anacystis Meneghini, 1837. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=465530 on 2023-06-09",urn:lsid:marinespecies.org:taxname:465530,NA,NA,1,1,NA,exact,2012-07-04T13:40:04.623Z
555052,https://www.marinespecies.org/aphia.php?p=taxdetails&id=555052,Thalassionema frauenfeldii,"(Grunow) Tempère & Peragallo, 1910",accepted,NA,220,Species,555052,Thalassionema frauenfeldii,"(Grunow) Tempère & Peragallo, 1910",149092,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Thalassionema frauenfeldii (Grunow) Tempère & Peragallo, 1910. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=555052 on 2023-06-09",urn:lsid:marinespecies.org:taxname:555052,1,NA,NA,0,0,exact,2022-04-10T22:27:54.343Z
149139,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149139,Asterionellopsis glacialis,"(Castracane) Round, 1990",unassessed,NA,220,Species,148955,Asterionella glacialis,"Castracane, 1886",149138,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Asterionellopsis glacialis (Castracane) Round, 1990. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149139 on 2023-06-09",urn:lsid:marinespecies.org:taxname:149139,1,NA,NA,NA,NA,exact,2018-02-01T09:09:54.613Z
232113,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232113,Asterodinium spinosum,"Sournia, 1972",accepted,NA,220,Species,232113,Asterodinium spinosum,"Sournia, 1972",231769,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Brachidiniaceae,Asterodinium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Asterodinium spinosum Sournia, 1972. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232113 on 2023-06-09",urn:lsid:marinespecies.org:taxname:232113,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
248069,https://www.marinespecies.org/aphia.php?p=taxdetails&id=248069,Asterolampra,"C.G. Ehrenberg, 1844",accepted,NA,180,Genus,248069,Asterolampra,"C.G. Ehrenberg, 1844",162251,Chromista,Bacillariophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Asterolampra,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Asterolampra C.G. Ehrenberg, 1844. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=248069 on 2023-06-09",urn:lsid:marinespecies.org:taxname:248069,1,NA,0,0,NA,exact,2017-02-23T10:36:53.780Z
162255,https://www.marinespecies.org/aphia.php?p=taxdetails&id=162255,Asteromphalus flabellatus,"(Brébisson) Greville, 1859",accepted,NA,220,Species,162255,Asteromphalus flabellatus,"(Brébisson) Greville, 1859",162254,Chromista,Bacillariophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Asteromphalus,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Asteromphalus flabellatus (Brébisson) Greville, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=162255 on 2023-06-09",urn:lsid:marinespecies.org:taxname:162255,1,NA,0,0,NA,exact,2005-07-01T07:46:59.383Z
148899,https://www.marinespecies.org/aphia.php?p=taxdetails&id=148899,Bacillariophyceae,"Haeckel, 1878",accepted,NA,60,Class,148899,Bacillariophyceae,"Haeckel, 1878",493822,Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,WoRMS (2023). Bacillariophyceae. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=148899 on 2023-06-09,urn:lsid:marinespecies.org:taxname:148899,1,1,1,1,NA,exact,2012-01-25T09:49:54.253Z
164108,https://www.marinespecies.org/aphia.php?p=taxdetails&id=164108,Bacteriastrum delicatulum,"Cleve, 1897",accepted,NA,220,Species,164108,Bacteriastrum delicatulum,"Cleve, 1897",149118,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Bacteriastrum delicatulum Cleve, 1897. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=164108 on 2023-06-09",urn:lsid:marinespecies.org:taxname:164108,1,NA,NA,0,0,exact,2005-07-08T09:28:21.150Z
162916,https://www.marinespecies.org/aphia.php?p=taxdetails&id=162916,Bacteriastrum elongatum,"Cleve, 1897",accepted,NA,220,Species,162916,Bacteriastrum elongatum,"Cleve, 1897",149118,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Bacteriastrum elongatum Cleve, 1897. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=162916 on 2023-06-09",urn:lsid:marinespecies.org:taxname:162916,1,NA,NA,0,0,exact,2005-07-05T07:07:19.650Z
149119,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149119,Bacteriastrum hyalinum,"Lauder, 1864",accepted,NA,220,Species,149119,Bacteriastrum hyalinum,"Lauder, 1864",149118,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Bacteriastrum hyalinum Lauder, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149119 on 2023-06-09",urn:lsid:marinespecies.org:taxname:149119,1,NA,NA,0,0,exact,2005-03-30T08:52:46.857Z
149118,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149118,Bacteriastrum,"G. Shadbolt, 1854",accepted,NA,180,Genus,149118,Bacteriastrum,"G. Shadbolt, 1854",148984,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Bacteriastrum,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Bacteriastrum G. Shadbolt, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149118 on 2023-06-09",urn:lsid:marinespecies.org:taxname:149118,1,NA,NA,0,0,exact,2017-02-23T10:36:53.780Z
163736,https://www.marinespecies.org/aphia.php?p=taxdetails&id=163736,Bleakeleya notata,"(Grunow) Round, 1990",unassessed,NA,220,Species,163737,Asterionella bleakeleyi var. notata,"Grunow, 1867",163735,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Bleakeleya,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Bleakeleya notata (Grunow) Round, 1990. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163736 on 2023-06-09",urn:lsid:marinespecies.org:taxname:163736,1,NA,NA,NA,NA,exact,2018-02-01T09:09:54.613Z
110179,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110179,Blepharocysta splendor-maris,"(Ehrenberg) F.Stein, 1883",accepted,NA,220,Species,110179,Blepharocysta splendor-maris,"(Ehrenberg) F.Stein, 1883",109548,Chromista,Myzozoa,Dinophyceae,Peridiniales,Podolampadaceae,Blepharocysta,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Blepharocysta splendor-maris (Ehrenberg) F.Stein, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110179 on 2023-06-09",urn:lsid:marinespecies.org:taxname:110179,1,NA,NA,0,NA,exact,2023-02-20T06:28:39.343Z
231770,https://www.marinespecies.org/aphia.php?p=taxdetails&id=231770,Brachidinium,"F.J.R.Taylor, 1967",accepted,NA,180,Genus,231770,Brachidinium,"F.J.R.Taylor, 1967",599664,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,Brachidinium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Brachidinium F.J.R.Taylor, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231770 on 2023-06-09",urn:lsid:marinespecies.org:taxname:231770,1,NA,NA,NA,NA,exact,2012-07-04T13:40:04.623Z
345436,https://www.marinespecies.org/aphia.php?p=taxdetails&id=345436,Brachiomonas,"Bohlin, 1897",accepted,NA,180,Genus,345436,Brachiomonas,"Bohlin, 1897",178973,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Brachiomonas,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Brachiomonas Bohlin, 1897. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=345436 on 2023-06-09",urn:lsid:marinespecies.org:taxname:345436,1,NA,1,NA,NA,exact,2010-08-12T12:41:00.430Z
235804,https://www.marinespecies.org/aphia.php?p=taxdetails&id=235804,Calcidiscus,"Kamptner, 1950",accepted,NA,180,Genus,235804,Calcidiscus,"Kamptner, 1950",291412,Chromista,Haptophyta,Coccolithophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Calcidiscus Kamptner, 1950. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235804 on 2023-06-09",urn:lsid:marinespecies.org:taxname:235804,1,NA,NA,NA,NA,exact,2011-06-07T10:30:28.310Z
235924,https://www.marinespecies.org/aphia.php?p=taxdetails&id=235924,Calciopappus caudatus,"K.R.Gaarder & Ramsfjell, 1954",accepted,NA,220,Species,235924,Calciopappus caudatus,"K.R.Gaarder & Ramsfjell, 1954",235858,Chromista,Haptophyta,Coccolithophyceae,Syracosphaerales,Syracosphaeraceae,Calciopappus,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Calciopappus caudatus K.R.Gaarder & Ramsfjell, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235924 on 2023-06-09",urn:lsid:marinespecies.org:taxname:235924,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
235921,https://www.marinespecies.org/aphia.php?p=taxdetails&id=235921,Anoplosolenia brasiliensis,"(Lohmann) Deflandre, 1952",unaccepted,synonym,220,Species,555889,Calciosolenia brasiliensis,"(Lohmann) J.R.Young, 2003",235850,Chromista,Haptophyta,Coccolithophyceae,Syracosphaerales,Calciosoleniaceae,Anoplosolenia,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Anoplosolenia brasiliensis (Lohmann) Deflandre, 1952. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235921 on 2023-06-09",urn:lsid:marinespecies.org:taxname:235921,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
235926,https://www.marinespecies.org/aphia.php?p=taxdetails&id=235926,Calciosolenia murrayi,"Gran, 1912",accepted,NA,220,Species,235926,Calciosolenia murrayi,"Gran, 1912",235851,Chromista,Haptophyta,Coccolithophyceae,Syracosphaerales,Calciosoleniaceae,Calciosolenia,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Calciosolenia murrayi Gran, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235926 on 2023-06-09",urn:lsid:marinespecies.org:taxname:235926,1,NA,NA,NA,NA,exact,2015-06-26T12:00:51.270Z
149616,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149616,Campylodiscus,"C.G. Ehrenberg ex F.T. Kützing, 1844",accepted,NA,180,Genus,149616,Campylodiscus,"C.G. Ehrenberg ex F.T. Kützing, 1844",149006,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Campylodiscus C.G. Ehrenberg ex F.T. Kützing, 1844. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149616 on 2023-06-09",urn:lsid:marinespecies.org:taxname:149616,1,1,1,NA,NA,exact,2017-02-23T10:36:53.780Z
109526,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109526,Centrodinium,"Kofoid, 1907",accepted,NA,180,Genus,109526,Centrodinium,"Kofoid, 1907",109431,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Centrodinium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Centrodinium Kofoid, 1907. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109526 on 2023-06-09",urn:lsid:marinespecies.org:taxname:109526,1,NA,NA,NA,NA,exact,2018-11-21T08:29:32.257Z
149619,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149619,Cerataulina pelagica,"(Cleve) Hendey, 1937",unassessed,NA,220,Species,961694,Cerataulina bergonii,"Ostenfeld, 1903",149236,Chromista,Bacillariophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Cerataulina pelagica (Cleve) Hendey, 1937. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149619 on 2023-06-09",urn:lsid:marinespecies.org:taxname:149619,1,NA,0,0,NA,exact,2018-02-01T09:09:54.613Z
149328,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149328,Cerataulus,"Ehrenberg, 1844",accepted,NA,180,Genus,149328,Cerataulus,"Ehrenberg, 1844",149049,Chromista,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Cerataulus,"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2023). DiatomBase. Cerataulus Ehrenberg, 1844. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=149328 on 2023-06-09",urn:lsid:marinespecies.org:taxname:149328,1,NA,0,0,0,exact,2019-01-24T03:20:02.433Z
